atom a,atom b,lowest distortion,a,b,c,alpha,beta,gamma,vpa,mu_b,metal_or_insulator
Mg,Fe,orthorhombic,4.977,5.215,7.262,90.0,90.0,90.0,9.425,0.799,metal
Mg,Ga,cubic,3.783,3.783,3.783,90.0,90.0,90.0,10.83,,metal
Mg,Gd,cubic,4.307,4.307,4.307,90.0,90.0,90.0,15.978,0.2,metal
Mg,Ge,cubic,3.688,3.688,3.688,90.0,90.0,90.0,10.036,,insulator
Mg,Hf,cubic,4.044,4.044,4.044,90.0,90.0,90.0,13.227,0.0,insulator
Mg,Hg,cubic,4.105,4.105,4.105,90.0,90.0,90.0,13.835999999999999,,metal
Mg,Ho,cubic,4.236,4.236,4.236,90.0,90.0,90.0,15.199000000000002,0.2,metal
Mg,In,cubic,4.073,4.073,4.073,90.0,90.0,90.0,13.515,,metal
Mg,Ir,cubic,3.898,3.898,3.898,90.0,90.0,90.0,11.844000000000001,0.193,metal
Mg,K,cubic,4.178,4.178,4.178,90.0,90.0,90.0,14.585999999999999,,metal
Mg,La,orthorhombic,5.56,5.995,8.58,90.0,90.0,90.0,14.3,0.2,insulator
Mg,Li,cubic,3.547,3.547,3.547,90.0,90.0,90.0,8.925,,metal
Mg,Lu,cubic,4.162,4.162,4.162,90.0,90.0,90.0,14.42,0.199,metal
Mg,Mg,cubic,3.802,3.802,3.802,90.0,90.0,90.0,10.992,,metal
Mg,Mn,orthorhombic,4.951,5.183,7.208,90.0,90.0,90.0,9.249,0.6,insulator
Mg,Mo,cubic,3.912,3.912,3.912,90.0,90.0,90.0,11.972000000000001,0.001,metal
Mg,Na,cubic,3.957,3.957,3.957,90.0,90.0,90.0,12.395999999999999,,metal
Mg,Nb,cubic,3.997,3.997,3.997,90.0,90.0,90.0,12.767000000000001,0.0,metal
Mg,Nd,orthorhombic,5.633,5.854,8.447,90.0,90.0,90.0,13.927999999999999,0.2,insulator
Mg,Ni,cubic,3.656,3.656,3.656,90.0,90.0,90.0,9.771,0.001,metal
Mg,Np,orthorhombic,5.597,5.647,8.303,90.0,90.0,90.0,13.120999999999999,0.6,insulator
Mg,Os,cubic,3.888,3.888,3.888,90.0,90.0,90.0,11.75,0.21,metal
Mg,Pa,cubic,4.374,4.374,4.374,90.0,90.0,90.0,16.741,0.009,metal
Mg,Pb,cubic,4.171,4.171,4.171,90.0,90.0,90.0,14.514000000000001,,metal
Mg,Pd,cubic,3.896,3.896,3.896,90.0,90.0,90.0,11.828,,metal
Mg,Pm,orthorhombic,5.61,5.817,8.392,90.0,90.0,90.0,13.692,0.201,insulator
Mg,Pr,orthorhombic,5.647,5.893,8.5,90.0,90.0,90.0,14.145,0.2,insulator
Mg,Pt,cubic,3.933,3.933,3.933,90.0,90.0,90.0,12.165999999999999,0.06,metal
Mg,Pu,orthorhombic,5.567,5.617,8.258,90.0,90.0,90.0,12.91,0.8,insulator
Mg,Rb,cubic,4.252,4.252,4.252,90.0,90.0,90.0,15.38,,metal
Mg,Re,cubic,3.898,3.898,3.898,90.0,90.0,90.0,11.844000000000001,0.0,metal
Mg,Rh,cubic,3.875,3.875,3.875,90.0,90.0,90.0,11.64,0.26,metal
Mg,Ru,cubic,3.873,3.873,3.873,90.0,90.0,90.0,11.615,0.395,metal
Mg,Sb,cubic,4.055,4.055,4.055,90.0,90.0,90.0,13.339,,metal
Mg,Sc,cubic,4.005,4.005,4.005,90.0,90.0,90.0,12.847000000000001,0.001,metal
Mg,Si,orthorhombic,4.783,4.936,6.91,90.0,90.0,90.0,8.157,,insulator
Mg,Sm,orthorhombic,5.593,5.79,8.368,90.0,90.0,90.0,13.55,0.201,insulator
Mg,Sn,cubic,3.996,3.996,3.996,90.0,90.0,90.0,12.762,,insulator
Mg,Sr,cubic,4.371,4.371,4.371,90.0,90.0,90.0,16.705,,metal
Mg,Ta,cubic,3.977,3.977,3.977,90.0,90.0,90.0,12.58,0.0,metal
Mg,Tb,cubic,4.282,4.282,4.282,90.0,90.0,90.0,15.697000000000001,0.2,metal
Mg,Tc,cubic,3.873,3.873,3.873,90.0,90.0,90.0,11.617,0.002,metal
Mg,Te,cubic,4.152,4.152,4.152,90.0,90.0,90.0,14.315,,metal
Mg,Th,cubic,4.537,4.537,4.537,90.0,90.0,90.0,18.682000000000002,-0.001,metal
Mg,Ti,orthorhombic,5.044,5.28,7.396,90.0,90.0,90.0,9.849,0.0,insulator
Mg,Tl,cubic,4.153,4.153,4.153,90.0,90.0,90.0,14.323,,metal
Mg,Tm,cubic,4.196,4.196,4.196,90.0,90.0,90.0,14.775,0.2,metal
Mg,U,orthorhombic,5.635,5.645,8.377,90.0,90.0,90.0,13.324000000000002,0.4,insulator
Mg,V,cubic,3.752,3.752,3.752,90.0,90.0,90.0,10.565999999999999,0.201,metal
Mg,W,cubic,3.924,3.924,3.924,90.0,90.0,90.0,12.082,0.001,metal
Mg,Y,cubic,4.272,4.272,4.272,90.0,90.0,90.0,15.597000000000001,0.2,metal
Mg,Yb,cubic,4.095,4.095,4.095,90.0,90.0,90.0,13.732999999999999,,metal
Mg,Zn,cubic,3.776,3.776,3.776,90.0,90.0,90.0,10.765999999999998,,metal
Mg,Zr,cubic,4.103,4.103,4.103,90.0,90.0,90.0,13.812000000000001,0.0,insulator
Mn,Ac,orthorhombic,5.902,5.987,8.625,90.0,90.0,90.0,15.237,0.8,insulator
Mn,Ag,orthorhombic,4.904,5.237,8.829,90.0,90.0,90.0,11.335999999999999,0.751,metal
Mn,Al,orthorhombic,4.793,5.08,7.347,90.0,90.0,90.0,8.943,0.8,metal
Mn,As,orthorhombic,5.204,5.403,7.562,90.0,90.0,90.0,10.630999999999998,0.982,metal
Mn,Au,cubic,4.012,4.012,4.012,90.0,90.0,90.0,12.912,0.995,metal
Mn,B,cubic,3.362,3.362,3.362,90.0,90.0,90.0,7.598,0.8,metal
Mn,Ba,orthorhombic,5.643,6.015,9.832,90.0,90.0,90.0,16.689,0.6,insulator
Mn,Be,cubic,3.462,3.462,3.462,90.0,90.0,90.0,8.302,0.6,metal
Mn,Bi,orthorhombic,5.652,5.73,8.23,90.0,90.0,90.0,13.325999999999999,0.897,metal
Mn,Cd,orthorhombic,5.332,5.436,8.349,90.0,90.0,90.0,12.1,0.6,metal
Mn,Ce,orthorhombic,5.784,5.808,8.475,90.0,90.0,90.0,14.238,0.8,insulator
Mn,Co,cubic,3.686,3.686,3.686,90.0,90.0,90.0,10.015,0.688,metal
Mn,Cr,cubic,3.751,3.751,3.751,90.0,90.0,90.0,10.557,1.4,metal
Mn,Cu,cubic,3.696,3.696,3.696,90.0,90.0,90.0,10.094,0.883,metal
Mn,Dy,cubic,4.259,4.259,4.259,90.0,90.0,90.0,15.447000000000001,0.96,metal
Mn,Er,cubic,4.22,4.22,4.22,90.0,90.0,90.0,15.035,1.195,metal
Mn,Eu,rhombohedral,6.143,6.143,6.143,55.3,55.3,55.3,14.615,0.6,insulator
Mn,Fe,orthorhombic,4.934,5.243,7.676,90.0,90.0,90.0,9.927,1.8,metal
Mn,Ga,cubic,3.796,3.796,3.796,90.0,90.0,90.0,10.942,0.8,metal
Mn,Gd,orthorhombic,5.661,5.68,7.989,90.0,90.0,90.0,12.844000000000001,0.8,insulator
Mn,Ge,orthorhombic,5.09,5.237,7.334,90.0,90.0,90.0,9.776,1.0,insulator
Mn,Hf,orthorhombic,5.331,5.551,7.809,90.0,90.0,90.0,11.554,1.0,insulator
Mn,Hg,orthorhombic,5.098,5.361,8.988,90.0,90.0,90.0,12.283,0.744,metal
Mn,Ho,cubic,4.238,4.238,4.238,90.0,90.0,90.0,15.22,0.974,metal
Mn,In,cubic,4.083,4.083,4.083,90.0,90.0,90.0,13.61,0.898,metal
Mn,Ir,cubic,3.905,3.905,3.905,90.0,90.0,90.0,11.909,1.207,metal
Mn,K,orthorhombic,4.945,5.6,10.8,90.0,90.0,90.0,14.955,0.4,insulator
Mn,La,orthorhombic,5.791,5.842,8.351,90.0,90.0,90.0,14.125,0.8,insulator
Mn,Li,cubic,3.573,3.573,3.573,90.0,90.0,90.0,9.124,0.399,metal
Mn,Lu,cubic,4.169,4.169,4.169,90.0,90.0,90.0,14.489,0.799,metal
Mn,Mg,cubic,3.818,3.818,3.818,90.0,90.0,90.0,11.13,0.6,metal
Mn,Mn,cubic,3.725,3.725,3.725,90.0,90.0,90.0,10.335,1.627,metal
Mn,Mo,orthorhombic,5.288,5.43,7.637,90.0,90.0,90.0,10.964,1.167,metal
Mn,Na,orthorhombic,5.121,5.153,9.301,90.0,90.0,90.0,12.273,0.4,insulator
Mn,Nb,orthorhombic,5.311,5.556,7.705,90.0,90.0,90.0,11.366,1.043,metal
Mn,Nd,orthorhombic,5.754,5.799,8.2,90.0,90.0,90.0,13.679,0.8,insulator
Mn,Ni,cubic,3.678,3.678,3.678,90.0,90.0,90.0,9.953,1.0,metal
Mn,Np,cubic,4.337,4.337,4.337,90.0,90.0,90.0,16.315,1.577,metal
Mn,Os,cubic,3.894,3.894,3.894,90.0,90.0,90.0,11.806,1.224,metal
Mn,Pa,rhombohedral,6.063,6.063,6.063,57.8,57.8,57.8,14.950999999999999,1.2,insulator
Mn,Pb,orthorhombic,5.532,5.661,8.101,90.0,90.0,90.0,12.685,0.998,metal
Mn,Pd,cubic,3.907,3.907,3.907,90.0,90.0,90.0,11.927,0.907,metal
Mn,Pm,orthorhombic,5.688,5.724,8.248,90.0,90.0,90.0,13.425999999999998,0.8,insulator
Mn,Pr,orthorhombic,5.744,5.779,8.396,90.0,90.0,90.0,13.935,0.8,insulator
Mn,Pt,cubic,3.938,3.938,3.938,90.0,90.0,90.0,12.217,0.944,metal
Mn,Pu,orthorhombic,5.625,5.739,8.303,90.0,90.0,90.0,13.402000000000001,1.8,insulator
Mn,Rb,cubic,4.242,4.242,4.242,90.0,90.0,90.0,15.270999999999999,0.996,metal
Mn,Re,orthorhombic,5.294,5.381,7.614,90.0,90.0,90.0,10.845999999999998,1.15,metal
Mn,Rh,cubic,3.885,3.885,3.885,90.0,90.0,90.0,11.725999999999999,1.264,metal
Mn,Ru,orthorhombic,5.218,5.328,7.506,90.0,90.0,90.0,10.435,0.605,metal
Mn,Sb,cubic,4.063,4.063,4.063,90.0,90.0,90.0,13.412,1.055,metal
Mn,Sc,cubic,4.013,4.013,4.013,90.0,90.0,90.0,12.927,0.798,metal
Mn,Si,orthorhombic,4.928,5.026,7.033,90.0,90.0,90.0,8.709,1.0,insulator
Mn,Sm,orthorhombic,5.669,5.706,8.202,90.0,90.0,90.0,13.265,0.8,metal
Mn,Sn,orthorhombic,5.368,5.544,7.823,90.0,90.0,90.0,11.639000000000001,1.0,insulator
Mn,Sr,orthorhombic,5.631,5.697,9.261,90.0,90.0,90.0,14.854000000000001,0.6,insulator
Mn,Ta,orthorhombic,5.262,5.59,7.602,90.0,90.0,90.0,11.181,0.8,metal
Mn,Tb,orthorhombic,5.646,5.656,7.944,90.0,90.0,90.0,12.685,0.8,insulator
Mn,Tc,orthorhombic,5.222,5.395,7.557,90.0,90.0,90.0,10.645999999999999,1.172,metal
Mn,Te,cubic,4.153,4.153,4.153,90.0,90.0,90.0,14.324000000000002,1.043,metal
Mn,Th,cubic,4.533,4.533,4.533,90.0,90.0,90.0,18.631,1.008,metal
Mn,Ti,orthorhombic,5.132,5.357,7.467,90.0,90.0,90.0,10.264000000000001,1.0,insulator
Mn,Tl,rhombohedral,6.043,7.236,7.248,55.2,30.0,55.3,12.794,0.8,metal
Mn,Tm,cubic,4.201,4.201,4.201,90.0,90.0,90.0,14.829,0.798,metal
Mn,U,cubic,4.327,4.327,4.327,90.0,90.0,90.0,16.208,1.278,metal
Mn,V,orthorhombic,5.132,5.275,7.438,90.0,90.0,90.0,10.068,1.2,metal
Mn,W,rhombohedral,5.241,5.241,5.241,63.6,63.6,63.6,10.985,0.947,metal
Mn,Y,cubic,4.277,4.277,4.277,90.0,90.0,90.0,15.647,0.8,metal
Mn,Yb,rhombohedral,5.875,5.875,5.875,56.1,56.1,56.1,13.057,0.6,insulator
Mn,Zn,cubic,3.795,3.795,3.795,90.0,90.0,90.0,10.931,0.844,metal
Mn,Zr,orthorhombic,5.383,5.594,7.903,90.0,90.0,90.0,11.9,1.0,insulator
Mo,Ac,rhombohedral,5.917,5.917,5.917,65.4,65.4,65.4,16.382,0.2,metal
Mo,Ag,orthorhombic,5.563,5.64,8.729,90.0,90.0,90.0,13.694,0.002,metal
Mo,Al,cubic,3.646,3.646,3.646,90.0,90.0,90.0,9.692,0.599,metal
Mo,As,cubic,3.881,3.881,3.881,90.0,90.0,90.0,11.693,0.793,metal
Mo,Au,cubic,4.05,4.05,4.05,90.0,90.0,90.0,13.289000000000001,0.688,metal
Mo,B,cubic,3.395,3.395,3.395,90.0,90.0,90.0,7.8260000000000005,0.535,metal
Mo,Ba,rhombohedral,6.254,6.254,6.254,63.7,63.7,63.7,18.697,0.0,insulator
Mo,Be,cubic,3.41,3.41,3.41,90.0,90.0,90.0,7.928,0.349,metal
Mo,Bi,cubic,4.245,4.245,4.245,90.0,90.0,90.0,15.295,0.863,metal
Mo,Ca,orthorhombic,5.553,5.802,8.206,90.0,90.0,90.0,13.22,0.399,metal
Mo,Cd,orthorhombic,5.578,5.698,8.005,90.0,90.0,90.0,12.720999999999998,0.4,metal
Mo,Ce,rhombohedral,5.754,5.754,5.754,66.2,66.2,66.2,15.288,0.2,metal
Mo,Co,cubic,3.658,3.658,3.658,90.0,90.0,90.0,9.791,0.59,metal
Mo,Cr,cubic,3.792,3.792,3.792,90.0,90.0,90.0,10.905999999999999,1.2,metal
Mo,Cu,orthorhombic,5.221,5.254,7.754,90.0,90.0,90.0,10.635,0.186,metal
Mo,Dy,cubic,4.27,4.27,4.27,90.0,90.0,90.0,15.572000000000001,0.599,metal
Mo,Er,cubic,4.224,4.224,4.224,90.0,90.0,90.0,15.075999999999999,0.599,metal
Mo,Eu,orthorhombic,5.43,6.124,8.298,90.0,90.0,90.0,13.797,0.188,metal
Mo,Fe,cubic,3.792,3.792,3.792,90.0,90.0,90.0,10.904000000000002,1.6,metal
Mo,Ga,cubic,3.768,3.768,3.768,90.0,90.0,90.0,10.7,0.6,metal
Mo,Gd,cubic,4.32,4.32,4.32,90.0,90.0,90.0,16.124000000000002,0.604,metal
Mo,Ge,cubic,3.776,3.776,3.776,90.0,90.0,90.0,10.769,0.78,metal
Mo,Hf,cubic,4.064,4.064,4.064,90.0,90.0,90.0,13.424000000000001,0.8,metal
Mo,Hg,cubic,4.146,4.146,4.146,90.0,90.0,90.0,14.255999999999998,0.695,metal
Mo,Ho,cubic,4.247,4.247,4.247,90.0,90.0,90.0,15.318,0.598,metal
Mo,In,rhombohedral,5.705,5.705,5.705,59.8,59.8,59.8,13.082,0.582,metal
Mo,Ir,cubic,3.922,3.922,3.922,90.0,90.0,90.0,12.069,0.578,metal
Mo,K,orthorhombic,5.423,6.188,10.268,90.0,90.0,90.0,17.23,0.018,metal
Mo,La,cubic,4.459,4.459,4.459,90.0,90.0,90.0,17.735,0.6,metal
Mo,Li,orthorhombic,4.76,5.048,7.706,90.0,90.0,90.0,9.258,0.027,metal
Mo,Lu,cubic,4.153,4.153,4.153,90.0,90.0,90.0,14.329,0.6,metal
Mo,Mg,cubic,3.714,3.714,3.714,90.0,90.0,90.0,10.244000000000002,0.4,metal
Mo,Mn,cubic,3.792,3.792,3.792,90.0,90.0,90.0,10.908,1.4,metal
Mo,Mo,cubic,3.937,3.937,3.937,90.0,90.0,90.0,12.207,0.861,metal
Mo,Na,orthorhombic,5.552,5.614,8.372,90.0,90.0,90.0,13.047,0.073,metal
Mo,Nb,cubic,4.018,4.018,4.018,90.0,90.0,90.0,12.972999999999999,0.875,metal
Mo,Nd,cubic,4.435,4.435,4.435,90.0,90.0,90.0,17.452,0.583,metal
Mo,Ni,cubic,3.677,3.677,3.677,90.0,90.0,90.0,9.941,0.8,metal
Mo,Np,cubic,4.346,4.346,4.346,90.0,90.0,90.0,16.413,-0.446,metal
Mo,Os,cubic,3.911,3.911,3.911,90.0,90.0,90.0,11.964,0.609,metal
Mo,Pa,cubic,4.374,4.374,4.374,90.0,90.0,90.0,16.736,1.0,metal
Mo,Pd,cubic,3.929,3.929,3.929,90.0,90.0,90.0,12.130999999999998,0.601,metal
Mo,Pm,cubic,4.401,4.401,4.401,90.0,90.0,90.0,17.05,0.6,metal
Mo,Pr,cubic,4.471,4.471,4.471,90.0,90.0,90.0,17.869,0.603,metal
Mo,Pt,cubic,3.973,3.973,3.973,90.0,90.0,90.0,12.547,0.639,metal
Mo,Rb,orthorhombic,5.46,6.384,10.825,90.0,90.0,90.0,18.867,0.021,metal
Mo,Re,cubic,3.914,3.914,3.914,90.0,90.0,90.0,11.994000000000002,0.862,metal
Mo,Rh,cubic,3.894,3.894,3.894,90.0,90.0,90.0,11.805,0.53,metal
Mo,Ru,cubic,3.888,3.888,3.888,90.0,90.0,90.0,11.755,0.477,metal
Mo,Sb,cubic,4.063,4.063,4.063,90.0,90.0,90.0,13.415999999999999,0.893,metal
Mo,Sc,cubic,3.97,3.97,3.97,90.0,90.0,90.0,12.517999999999999,0.6,metal
Mo,Si,cubic,3.606,3.606,3.606,90.0,90.0,90.0,9.375,0.796,metal
Mo,Sm,cubic,4.379,4.379,4.379,90.0,90.0,90.0,16.797,0.599,metal
Mo,Sn,orthorhombic,5.47,6.511,6.737,90.0,90.0,90.0,11.997,0.0,metal
Mo,Sr,rhombohedral,6.015,6.015,6.015,62.8,62.8,62.8,16.33,0.0,insulator
Mo,Ta,cubic,3.996,3.996,3.996,90.0,90.0,90.0,12.765,0.912,metal
Mo,Tb,cubic,4.295,4.295,4.295,90.0,90.0,90.0,15.85,0.599,metal
Mo,Tc,cubic,3.902,3.902,3.902,90.0,90.0,90.0,11.880999999999998,0.83,metal
Mo,Te,cubic,4.152,4.152,4.152,90.0,90.0,90.0,14.311,0.875,metal
Mo,Th,cubic,4.536,4.536,4.536,90.0,90.0,90.0,18.663,0.8,metal
Mo,Ti,cubic,3.86,3.86,3.86,90.0,90.0,90.0,11.5,0.78,metal
Mo,Tl,orthorhombic,5.599,6.273,10.283,90.0,90.0,90.0,18.061,0.006,metal
Mo,Tm,cubic,4.196,4.196,4.196,90.0,90.0,90.0,14.774000000000001,0.599,metal
Mo,U,cubic,4.325,4.325,4.325,90.0,90.0,90.0,16.178,1.2,metal
Mo,V,cubic,3.8,3.8,3.8,90.0,90.0,90.0,10.978,1.001,metal
Mo,W,cubic,3.943,3.943,3.943,90.0,90.0,90.0,12.261,0.883,metal
Mo,Y,cubic,4.278,4.278,4.278,90.0,90.0,90.0,15.662,0.6,metal
Mo,Yb,orthorhombic,5.502,5.784,8.076,90.0,90.0,90.0,12.85,0.398,metal
Mo,Zn,cubic,3.783,3.783,3.783,90.0,90.0,90.0,10.832,0.52,metal
Mo,Zr,cubic,4.119,4.119,4.119,90.0,90.0,90.0,13.977,0.8,metal
Na,Ac,orthorhombic,6.063,6.228,8.575,90.0,90.0,90.0,16.191,0.1,metal
Na,Ag,cubic,4.04,4.04,4.04,90.0,90.0,90.0,13.187000000000001,,metal
Na,Al,cubic,3.698,3.698,3.698,90.0,90.0,90.0,10.117,,metal
Na,As,orthorhombic,5.156,5.159,7.296,90.0,90.0,90.0,9.703,,insulator
Na,Au,orthorhombic,5.357,5.589,7.649,90.0,90.0,90.0,11.449000000000002,,metal
Na,B,cubic,3.356,3.356,3.356,90.0,90.0,90.0,7.561,,metal
Na,Ba,cubic,4.568,4.568,4.568,90.0,90.0,90.0,19.061,,metal
Na,Be,cubic,3.497,3.497,3.497,90.0,90.0,90.0,8.555,,metal
Na,Bi,orthorhombic,5.705,5.819,8.14,90.0,90.0,90.0,13.512,,insulator
Na,Ca,orthorhombic,5.992,6.287,7.127,90.0,90.0,90.0,13.425,,metal
Na,Cd,cubic,4.145,4.145,4.145,90.0,90.0,90.0,14.242,,metal
Na,Ce,cubic,4.584,4.584,4.584,90.0,90.0,90.0,19.27,0.4,metal
Na,Co,orthorhombic,5.23,5.305,7.37,90.0,90.0,90.0,10.222999999999999,0.785,metal
Na,Cr,orthorhombic,5.151,5.228,7.398,90.0,90.0,90.0,9.961,0.2,metal
Na,Cs,cubic,4.365,4.365,4.365,90.0,90.0,90.0,16.632,,metal
Na,Cu,orthorhombic,5.154,5.286,7.355,90.0,90.0,90.0,10.017999999999999,,metal
Na,Dy,orthorhombic,6.017,6.145,7.043,90.0,90.0,90.0,13.022,0.0,insulator
Na,Er,rhombohedral,5.811,5.811,5.811,61.3,61.3,61.3,14.272,0.4,metal
Na,Eu,orthorhombic,6.164,6.262,7.092,90.0,90.0,90.0,13.686,0.204,metal
Na,Fe,cubic,3.739,3.739,3.739,90.0,90.0,90.0,10.453,0.896,metal
Na,Ga,orthorhombic,5.02,5.836,7.703,90.0,90.0,90.0,11.284,,metal
Na,Gd,cubic,4.41,4.41,4.41,90.0,90.0,90.0,17.15,0.4,metal
Na,Ge,cubic,3.733,3.733,3.733,90.0,90.0,90.0,10.408,,metal
Na,Hf,orthorhombic,5.61,5.751,8.015,90.0,90.0,90.0,12.93,0.2,metal
Na,Hg,cubic,4.175,4.175,4.175,90.0,90.0,90.0,14.557,,metal
Na,Ho,orthorhombic,6.024,6.133,7.003,90.0,90.0,90.0,12.936,0.0,insulator
Na,In,cubic,4.149,4.149,4.149,90.0,90.0,90.0,14.286,,metal
Na,Ir,orthorhombic,5.267,5.398,7.541,90.0,90.0,90.0,10.72,0.013,metal
Na,K,cubic,4.474,4.474,4.474,90.0,90.0,90.0,17.912,,metal
Na,La,orthorhombic,6.247,6.397,7.404,90.0,90.0,90.0,14.794,0.0,insulator
Na,Li,orthorhombic,5.68,5.764,5.919,90.0,90.0,90.0,9.69,,insulator
Na,Lu,rhombohedral,5.762,5.762,5.762,61.2,61.2,61.2,13.882,0.4,metal
Na,Mg,cubic,3.905,3.905,3.905,90.0,90.0,90.0,11.912,,metal
Na,Mn,orthorhombic,5.203,5.267,7.404,90.0,90.0,90.0,10.145,0.4,metal
Na,Mo,cubic,3.886,3.886,3.886,90.0,90.0,90.0,11.739,0.0,metal
Na,Na,orthorhombic,5.658,6.457,6.872,90.0,90.0,90.0,12.552999999999999,,metal
Na,Nb,orthorhombic,5.47,5.568,7.806,90.0,90.0,90.0,11.887,0.0,insulator
Na,Nd,cubic,4.524,4.524,4.524,90.0,90.0,90.0,18.518,0.4,metal
Na,Ni,orthorhombic,5.376,5.587,6.793,90.0,90.0,90.0,10.201,0.6,metal
Na,Np,orthorhombic,5.655,5.937,8.208,90.0,90.0,90.0,13.777000000000001,0.4,insulator
Na,Os,orthorhombic,5.312,5.389,7.557,90.0,90.0,90.0,10.815999999999999,-0.004,metal
Na,Pa,orthorhombic,5.794,6.01,8.359,90.0,90.0,90.0,14.555,0.0,insulator
Na,Pb,orthorhombic,5.873,6.047,7.409,90.0,90.0,90.0,13.155999999999999,,metal
Na,Pd,orthorhombic,5.274,5.452,7.547,90.0,90.0,90.0,10.850999999999999,,metal
Na,Pm,cubic,4.495,4.495,4.495,90.0,90.0,90.0,18.160999999999998,0.4,metal
Na,Pr,cubic,4.55,4.55,4.55,90.0,90.0,90.0,18.837,0.4,metal
Na,Pt,orthorhombic,5.277,5.464,7.58,90.0,90.0,90.0,10.927,0.2,metal
Na,Pu,orthorhombic,5.74,5.842,8.219,90.0,90.0,90.0,13.779000000000002,0.6,insulator
Na,Rb,orthorhombic,5.034,7.329,9.189,90.0,90.0,90.0,16.952,,metal
Na,Re,cubic,3.863,3.863,3.863,90.0,90.0,90.0,11.534,-0.001,metal
Na,Rh,orthorhombic,5.244,5.389,7.53,90.0,90.0,90.0,10.64,0.09,metal
Na,Ru,orthorhombic,5.288,5.377,7.547,90.0,90.0,90.0,10.729000000000001,0.216,metal
Na,Sb,orthorhombic,5.42,5.486,7.719,90.0,90.0,90.0,11.477,,insulator
Na,Sc,orthorhombic,5.545,5.804,7.941,90.0,90.0,90.0,12.777000000000001,0.4,metal
Na,Si,orthorhombic,4.989,4.99,7.053,90.0,90.0,90.0,8.777999999999999,,metal
Na,Sm,orthorhombic,6.111,6.245,7.075,90.0,90.0,90.0,13.5,0.0,insulator
Na,Sn,orthorhombic,5.585,5.682,7.913,90.0,90.0,90.0,12.555,,metal
Na,Sr,cubic,4.531,4.531,4.531,90.0,90.0,90.0,18.605999999999998,,metal
Na,Ta,orthorhombic,5.466,5.534,7.784,90.0,90.0,90.0,11.773,0.0,insulator
Na,Tb,orthorhombic,6.023,6.163,7.084,90.0,90.0,90.0,13.147,0.0,insulator
Na,Tc,cubic,3.845,3.845,3.845,90.0,90.0,90.0,11.372,-0.001,metal
Na,Te,orthorhombic,5.546,5.652,7.911,90.0,90.0,90.0,12.398,,metal
Na,Th,orthorhombic,5.963,6.182,8.532,90.0,90.0,90.0,15.727,0.2,metal
Na,Ti,cubic,3.868,3.868,3.868,90.0,90.0,90.0,11.577,0.083,metal
Na,Tl,cubic,4.223,4.223,4.223,90.0,90.0,90.0,15.06,,metal
Na,Tm,orthorhombic,5.919,5.986,7.668,90.0,90.0,90.0,13.584000000000001,0.238,metal
Na,U,orthorhombic,5.726,5.947,8.252,90.0,90.0,90.0,14.05,0.2,insulator
Na,V,tetragonal,3.673,3.673,3.961,90.0,90.0,90.0,10.687000000000001,0.0,insulator
Na,W,cubic,3.893,3.893,3.893,90.0,90.0,90.0,11.800999999999998,0.0,metal
Na,Y,orthorhombic,6.06,6.126,7.015,90.0,90.0,90.0,13.020999999999999,0.0,insulator
Na,Yb,orthorhombic,5.996,6.187,6.968,90.0,90.0,90.0,12.925,,metal
Na,Zn,cubic,3.848,3.848,3.848,90.0,90.0,90.0,11.392999999999999,,metal
Na,Zr,orthorhombic,5.659,5.817,8.07,90.0,90.0,90.0,13.283,0.2,metal
Nb,Ac,rhombohedral,6.029,6.029,6.029,64.5,64.5,64.5,17.012,0.0,insulator
Nb,Ag,orthorhombic,5.571,5.888,8.565,90.0,90.0,90.0,14.047,0.0,insulator
Nb,Al,cubic,3.642,3.642,3.642,90.0,90.0,90.0,9.661,0.377,metal
Nb,As,cubic,3.905,3.905,3.905,90.0,90.0,90.0,11.909,0.54,metal
Nb,Au,cubic,4.056,4.056,4.056,90.0,90.0,90.0,13.347999999999999,0.446,metal
Nb,B,cubic,3.4,3.4,3.4,90.0,90.0,90.0,7.859,0.281,metal
Nb,Ba,orthorhombic,5.693,6.538,9.589,90.0,90.0,90.0,17.848,0.0,metal
Nb,Be,cubic,3.405,3.405,3.405,90.0,90.0,90.0,7.899,0.017,metal
Nb,Bi,cubic,4.282,4.282,4.282,90.0,90.0,90.0,15.7,0.598,metal
Nb,Cd,orthorhombic,5.648,5.876,7.718,90.0,90.0,90.0,12.805,0.169,metal
Nb,Ce,cubic,4.509,4.509,4.509,90.0,90.0,90.0,18.336,0.401,metal
Nb,Co,cubic,3.652,3.652,3.652,90.0,90.0,90.0,9.741,0.146,metal
Nb,Cr,orthorhombic,5.348,5.687,7.174,90.0,90.0,90.0,10.911,1.0,metal
Nb,Cu,rhombohedral,5.03,5.226,5.754,77.3,109.0,68.7,12.309000000000001,0.0,insulator
Nb,Er,cubic,4.2,4.2,4.2,90.0,90.0,90.0,14.812000000000001,0.4,metal
Nb,Eu,orthorhombic,5.68,6.069,8.177,90.0,90.0,90.0,14.095999999999998,-0.003,metal
Nb,Fe,cubic,3.793,3.793,3.793,90.0,90.0,90.0,10.915999999999999,1.371,metal
Nb,Ga,orthorhombic,5.317,5.486,7.241,90.0,90.0,90.0,10.56,0.4,metal
Nb,Gd,cubic,4.304,4.304,4.304,90.0,90.0,90.0,15.942,0.401,metal
Nb,Ge,cubic,3.79,3.79,3.79,90.0,90.0,90.0,10.89,0.557,metal
