num_valence_electrons,lattice_const,tetragonality,formation_energy,polarization_fermi,heusler_type
21,6.21,1.0,0.057,1.35,Inverse Heusler
20,5.9218,0.9999,-0.14800000000000002,100.0,Inverse Heusler
20,5.9239999999999995,1.0,-0.11800000000000001,100.0,Inverse Heusler
20,6.271,1.0,0.19699999999999998,54.7,Inverse Heusler
21,5.8159,1.0001,-0.34,0.0,Inverse Heusler
21,5.92,1.0,-0.193,1.16,Inverse Heusler
21,6.2,1.0,-0.002,73.96,Inverse Heusler
22,5.6947,1.0021,-0.419,1.08,Inverse Heusler
21,5.9142,1.0,-0.191,30.55,Inverse Heusler
21,5.91,1.0,-0.146,28.29,Inverse Heusler
21,6.17,1.0,0.17300000000000001,33.82,Inverse Heusler
22,5.7819,1.0003,-0.341,92.64,Inverse Heusler
22,6.15,1.0,0.18,80.23,Inverse Heusler
22,5.831,1.0,-0.086,100.0,Inverse Heusler
22,5.832000000000001,1.0,-0.004,94.52,Inverse Heusler
22,6.31,1.0,0.313,12.29,Inverse Heusler
23,5.66,1.0,-0.23600000000000002,65.52,Inverse Heusler
23,5.76,1.0,-0.066,99.04,Inverse Heusler
23,5.79,1.0,0.033,96.75,Inverse Heusler
23,6.12,1.0,0.38299999999999995,94.42,Inverse Heusler
24,5.6189,0.9992,-0.222,0.0,Inverse Heusler
24,5.7620000000000005,1.0,0.013000000000000001,94.54,Inverse Heusler
24,6.081,1.0,0.22699999999999998,95.47,Inverse Heusler
25,5.5813,1.0002,-0.226,98.92,Inverse Heusler
25,5.76,1.0,0.062,97.08,Inverse Heusler
25,6.05,1.0,0.22,97.09,Inverse Heusler
24,5.79,1.0,-0.08,95.82,Inverse Heusler
24,5.815,1.0,0.008,88.3,Inverse Heusler
24,6.13,1.0,0.299,80.54,Inverse Heusler
25,6.11,1.0,0.141,89.59,Inverse Heusler
26,5.6185,0.9986,-0.22,100.0,Inverse Heusler
26,6.06,1.0,0.15,97.58,Inverse Heusler
25,5.7,1.0,-0.071,100.0,Inverse Heusler
25,5.87,1.0,-0.02,75.65,Inverse Heusler
25,6.18,1.0,0.21899999999999997,10.75,Inverse Heusler
26,6.17,1.0,0.115,16.27,Inverse Heusler
27,6.132000000000001,1.0,0.159,30.79,Inverse Heusler
26,5.93,1.0,0.077,32.52,Inverse Heusler
26,5.98,1.0,0.14400000000000002,11.66,Inverse Heusler
26,6.307,1.0,0.31,3.44,Inverse Heusler
27,5.78,1.0,0.039,51.28,Inverse Heusler
27,5.962000000000001,1.0,0.18100000000000002,11.6,Inverse Heusler
27,6.2829999999999995,1.0,0.22899999999999998,4.9,Inverse Heusler
28,6.28,1.0,0.27899999999999997,7.21,Inverse Heusler
27,6.005,1.0,0.067,16.62,Inverse Heusler
27,6.071000000000001,1.0,0.15,7.21,Inverse Heusler
27,6.385,1.0,0.304,4.17,Inverse Heusler
28,6.36,1.0,0.27,36.52,Inverse Heusler
25,5.75,1.0,-0.158,98.43,Inverse Heusler
25,5.79,1.0,-0.075,95.78,Inverse Heusler
25,6.13,1.0,0.231,40.05,Inverse Heusler
26,5.6006,0.9998,-0.36200000000000004,84.51,Inverse Heusler
26,5.72,1.0,-0.14,85.64,Inverse Heusler
26,6.059,0.9972,0.065,93.53,Inverse Heusler
27,5.5584,0.9989,-0.35200000000000004,100.0,Inverse Heusler
27,5.72,1.0,-0.071,100.0,Inverse Heusler
27,5.9914,1.0003,0.081,100.0,Inverse Heusler
26,5.7349,0.9995,-0.27,100.0,Inverse Heusler
26,5.76,1.0,-0.16699999999999998,85.26,Inverse Heusler
26,6.091,1.0,0.135,6.5,Inverse Heusler
27,5.621,0.9989,-0.365,100.0,Inverse Heusler
27,5.733,1.0,-0.153,100.0,Inverse Heusler
27,6.0920000000000005,1.0,0.026000000000000002,31.41,Inverse Heusler
28,5.5814,1.0002,-0.33299999999999996,100.0,Inverse Heusler
28,5.7378,1.0005,-0.08,100.0,Inverse Heusler
28,5.9853,1.0005,0.042,100.0,Inverse Heusler
27,5.8,1.0,-0.253,52.14,Inverse Heusler
27,5.83,1.0,-0.17,58.96,Inverse Heusler
27,6.17,1.0,0.055,4.49,Inverse Heusler
28,5.7,1.0,-0.29,27.68,Inverse Heusler
28,5.85,1.0,-0.14,31.03,Inverse Heusler
28,6.146,1.0,-0.046,33.54,Inverse Heusler
28,5.89,1.0,-0.11,52.06,Inverse Heusler
28,5.937,1.0,-0.042,58.57,Inverse Heusler
28,6.247000000000001,1.0,0.141,26.49,Inverse Heusler
28,5.7006,1.0007,-0.27,58.7,Inverse Heusler
28,5.724,1.0,-0.156,45.86,Inverse Heusler
28,6.0101,1.0021,0.136,52.55,Inverse Heusler
29,5.6086,0.9988,-0.371,74.15,Inverse Heusler
29,5.72,1.0,-0.16399999999999998,53.05,Inverse Heusler
29,5.9753,1.0045,-0.012,57.29,Inverse Heusler
30,5.5898,1.0006,-0.27899999999999997,21.21,Inverse Heusler
30,5.7646,1.0005,-0.057,67.59,Inverse Heusler
30,5.992000000000001,1.001,0.021,37.5,Inverse Heusler
29,5.7455,0.9972,-0.292,10.33,Inverse Heusler
29,5.757000000000001,1.0,-0.183,6.86,Inverse Heusler
29,6.0193,1.003,0.076,23.84,Inverse Heusler
31,5.69,1.0,-0.24100000000000002,3.37,Inverse Heusler
